Mon Feb 13 17:17:20 2023    profile.txt

         44404943 function calls (43686407 primitive calls) in 132.573 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
141189/121853    0.058    0.000    0.630    0.000 {built-in method builtins.next}
    79218    0.058    0.000    0.058    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\base_layer_utils.py:570(__enter__)
    89654    0.057    0.000    0.258    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\dtypes.py:228(__ne__)
    12408    0.057    0.000    0.507    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\eager\execute.py:225(args_to_matching_eager)
    79203    0.057    0.000    0.057    0.000 C:\Users\mailv\miniconda3\lib\contextlib.py:452(__init__)
   268936    0.057    0.000    0.057    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\ops.py:176(__exit__)
    96924    0.056    0.000    0.226    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\tensor_shape.py:843(dims)
30800/23600    0.056    0.000    0.133    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\util\nest.py:1032(assert_shallow_structure)
    14404    0.055    0.000    0.663    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\gen_nn_ops.py:11317(relu)
     3600    0.055    0.000    1.600    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\distributions\categorical.py:154(__init__)
   102858    0.055    0.000    0.361    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\util\compat.py:115(as_str)
     3200    0.055    0.000    1.624    0.001 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\math_grad.py:245(_MeanGrad)
     2000    0.055    0.000    0.055    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\gym3\libenv.py:352(act)
    17200    0.054    0.000    4.218    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\decorator.py:229(fun)
    12420    0.054    0.000    0.230    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\tensor_shape.py:1243(is_compatible_with)
    28816    0.054    0.000    0.205    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\array_ops.py:1566(_should_not_autopack)
    79203    0.053    0.000    0.053    0.000 {built-in method sys.exc_info}
     4000    0.051    0.000    1.823    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\batch_shape_lib.py:281(map_fn_over_parameters_with_event_ndims)
    90458    0.051    0.000    0.051    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\tensor_shape.py:1349(as_list)
    48066    0.051    0.000    0.071    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\tensor_conversion_registry.py:112(get)
      710    0.051    0.000    0.051    0.000 {built-in method nt.listdir}
   443341    0.051    0.000    0.051    0.000 C:\Users\mailv\miniconda3\lib\inspect.py:2695(kind)
68760/48344    0.050    0.000    0.055    0.000 {built-in method _abc._abc_subclasscheck}
    17608    0.050    0.000    0.760    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\gen_math_ops.py:7305(mul)
14400/7200    0.050    0.000   47.530    0.007 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\training.py:525(__call__)
   129600    0.049    0.000    0.049    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\functional.py:664(<genexpr>)
    17200    0.049    0.000    0.061    0.000 C:\Users\mailv\miniconda3\lib\inspect.py:2806(kwargs)
36824/36819    0.049    0.000    0.050    0.000 {built-in method __new__ of type object at 0x00007FFE4D2BAD30}
     2000    0.049    0.000   37.873    0.019 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard\agent.py:51(choose_action)
    34153    0.049    0.000    0.083    0.000 C:\Users\mailv\miniconda3\lib\inspect.py:2633(__init__)
     5187    0.048    0.000    0.742    0.000 <frozen importlib._bootstrap_external>:1536(find_spec)
    96924    0.048    0.000    0.170    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\tensor_shape.py:855(<listcomp>)
    12800    0.047    0.000    2.199    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\nn_grad.py:323(_BiasAddGrad)
16768/16427    0.046    0.000    0.256    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
   166190    0.046    0.000    0.046    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\base_layer.py:1178(name)
    17600    0.046    0.000    0.069    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\math_ops.py:4441(conj)
     7200    0.046    0.000    1.067    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\functional.py:724(_conform_to_reference_input)
     7224    0.046    0.000    0.147    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\input_spec.py:75(__init__)
     3686    0.045    0.000    0.045    0.000 {method '__exit__' of '_io._IOBase' objects}
     9600    0.045    0.000    0.358    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\gen_array_ops.py:913(broadcast_gradient_args)
    13602    0.045    0.000    1.144    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\gen_math_ops.py:6680(mat_mul)
    79218    0.045    0.000    0.059    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\base_layer.py:3294(_expects_training_arg)
    95264    0.045    0.000    0.147    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\util\nest.py:147(is_namedtuple)
   292383    0.045    0.000    0.045    0.000 {built-in method builtins.callable}
     9600    0.044    0.000    9.466    0.001 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\gen_nn_ops.py:1483(conv2d_backprop_input)
    79218    0.044    0.000    0.074    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\base_layer_utils.py:457(call_context)
     3600    0.044    0.000    0.462    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\dtype_util.py:95(common_dtype)
    27248    0.043    0.000    0.135    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\tensor_shape.py:885(__getitem__)
    42023    0.043    0.000    0.059    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\tensor_util.py:1030(is_tf_type)
    12800    0.043    0.000    1.745    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\gen_nn_ops.py:949(bias_add_grad)
     7202    0.043    0.000    0.967    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\layers\reshaping\flatten.py:69(call)
    45222    0.043    0.000    0.169    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\tensor_util.py:1086(maybe_set_static_shape)
   268936    0.043    0.000    0.043    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\ops.py:170(__init__)
    22400    0.042    0.000    0.198    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\ops.py:1131(numpy)
    79201    0.042    0.000    0.042    0.000 C:\Users\mailv\miniconda3\lib\contextlib.py:442(_create_exit_wrapper)
     3200    0.042    0.000    0.467    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\array_ops.py:3235(ones)
     3200    0.041    0.000    0.252    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\math_ops.py:1510(_truediv_python3)
      166    0.040    0.000    0.040    0.000 {method 'call' of '_tkinter.tkapp' objects}
     5200    0.040    0.000    0.790    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\gen_array_ops.py:10604(reshape_eager_fallback)
     4102    0.040    0.000    0.208    0.000 C:\Users\mailv\miniconda3\lib\inspect.py:1252(getfullargspec)
     7643    0.039    0.000    0.039    0.000 {built-in method numpy.arange}
     9600    0.039    0.000    8.818    0.001 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\gen_nn_ops.py:6494(max_pool_grad)
     6000    0.039    0.000    1.621    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\util\nest.py:1442(map_structure_with_tuple_paths_up_to)
     3563    0.039    0.000    2.084    0.001 <frozen importlib._bootstrap_external>:950(get_code)
     5050    0.039    0.000    0.048    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\util\tf_export.py:297(_validate_symbol_names)
7426/7199    0.038    0.000    0.269    0.000 C:\Users\mailv\miniconda3\lib\inspect.py:2374(_signature_from_callable)
     3600    0.038    0.000    5.850    0.002 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\distributions\distribution.py:1261(_call_log_prob)
     4800    0.037    0.000    1.456    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\math_grad.py:1552(_MaximumMinimumGrad)
     2000    0.036    0.000    3.801    0.002 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\distributions\categorical.py:236(_sample_n)
 2114/515    0.036    0.000    0.095    0.000 C:\Users\mailv\miniconda3\lib\sre_parse.py:494(_parse)
     7200    0.036    0.000    0.238    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\functional.py:366(<listcomp>)
14000/10000    0.035    0.000    0.107    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\backend\numpy\ops.py:259(_default_convert_to_tensor_with_dtype)
   268936    0.035    0.000    0.035    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\ops.py:173(__enter__)
     9600    0.034    0.000    0.586    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\gen_array_ops.py:11712(shape_n)
     8660    0.034    0.000    0.139    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
46000/10000    0.034    0.000    0.564    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\backend\numpy\_utils.py:59(wrap)
113312/113311    0.033    0.000    0.034    0.000 {built-in method builtins.setattr}
     8000    0.033    0.000    1.162    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\math_grad.py:63(SmartBroadcastGradientArgs)
     5600    0.033    0.000    0.343    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\array_ops.py:248(identity)
    21606    0.033    0.000   13.175    0.001 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\nn_ops.py:1171(convolution_v2)
57204/42804    0.033    0.000    0.057    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\util\nest.py:1002(_yield_flat_up_to)
      558    0.033    0.000    0.036    0.000 {built-in method builtins.eval}
   160545    0.033    0.000    0.033    0.000 {method 'get' of 'dict' objects}
     3600    0.033    0.000    5.429    0.002 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\distributions\categorical.py:286(_log_prob)
    11200    0.032    0.000    0.435    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\gen_math_ops.py:12432(_sum)
   134252    0.032    0.000    0.032    0.000 {method 'endswith' of 'str' objects}
    13664    0.032    0.000    0.032    0.000 {method 'astype' of 'numpy.ndarray' objects}
     1600    0.031    0.000    0.945    0.001 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\math_grad.py:1599(_SquaredDifferenceGrad)
     3654    0.031    0.000    0.194    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\trackable\base.py:543(_track_trackable)
     7200    0.031    0.000    0.464    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\gen_array_ops.py:13222(strided_slice)
     4800    0.030    0.000    0.295    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\array_ops.py:1481(_autopacking_helper)
   102310    0.030    0.000    0.059    0.000 {built-in method builtins.issubclass}
    20087    0.030    0.000    0.035    0.000 C:\Users\mailv\miniconda3\lib\contextlib.py:102(__init__)
    28816    0.030    0.000    0.558    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\array_ops.py:1576(_autopacking_conversion_function)
     3200    0.030    0.000   49.341    0.015 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\eager\imperative_grad.py:29(imperative_grad)
     2000    0.030    0.000    6.297    0.003 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\distributions\distribution.py:1174(_call_sample_n)
3813/3630    0.030    0.000    1.264    0.000 <frozen importlib._bootstrap>:921(_find_spec)
    78499    0.030    0.000    0.032    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\eager\context.py:558(ensure_initialized)
     7200    0.029    0.000    0.068    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\utils\layer_utils.py:749(set_arg_value)
    38746    0.029    0.000    0.042    0.000 C:\Users\mailv\miniconda3\lib\enum.py:359(__call__)
    18400    0.029    0.000    0.305    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\name_util.py:57(instance_scope)
    10000    0.029    0.000    0.339    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\gen_math_ops.py:7479(neg)
    49185    0.029    0.000    0.029    0.000 {method 'encode' of 'str' objects}
    21600    0.029    0.000    1.311    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\array_ops.py:1416(stack)
   129632    0.028    0.000    0.028    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\utils\layer_utils.py:684(expects_mask_arg)
     7740    0.028    0.000    0.045    0.000 C:\Users\mailv\miniconda3\lib\inspect.py:2916(__init__)
     7200    0.027    0.000   44.717    0.006 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\functional.py:492(call)
    79218    0.027    0.000    0.027    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\base_layer_utils.py:535(training)
     3600    0.027    0.000    0.162    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\module\module.py:107(__init__)
     4800    0.027    0.000    0.290    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\array_ops.py:3121(zeros_like_impl)
    34000    0.027    0.000    1.614    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\array_ops.py:632(shape)
